TIME_STAMP,Lon,Lat,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving RSRP [dBm],LTE KPI PCell Serving RSRQ [dB],LTE KPI PCell Serving RSSI [dBm],LTE KPI PCell SINR [dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL Modulation0,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PDSCH BLER [%],LTE KPI PCell PDSCH Throughput [Mbps],LTE KPI PCell MAC DL Throughput [Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER [%],LTE KPI PDSCH Throughput [Mbps],LTE KPI MAC DL Throughput [Mbps],LTE KPI RLC DL Throughput [Mbps],LTE KPI RLC UL Throughput [Mbps],LTE KPI PDCP DL Throughput [Mbps],LTE KPI PDCP UL Throughput [Mbps],LTE KPI CA Type,LTE KPI Band Combination,LTE KPI PCell SINR(<6dB) [%],LTE KPI PCell SINR(>20dB) [%],Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier Tx Mode,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier PUSCH Reporting Mode,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier Rank Index,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier RI1 Rate,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier RI2 Rate,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier RI3 Rate,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier RI4 Rate,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier WideBand CQI CW0,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier CRI,Qualcomm Lte/LteAdv Channel Quality Info Pri. Component Carrier CSI Meas Set Index,Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell RB Num(Mode),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell RB Num(Avg),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell RB Num(Including 0),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell RB Num TB0(Including 0),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell RB Num TB1(Including 0),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell RB Num(Sum),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell Number of Allocated TTIs,Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell Number of Total TTIs,Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell Layer Num(Mode),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell Layer Num(Avg),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell MCS Idx0(Avg),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell MCS Idx0(Mode),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell Code Rate Idx0(Avg),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell Modulation Idx0,Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell Modulation (Total),Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell DL Unallocated RB Share [%],Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell DL RB Share [%],Qualcomm Lte/LteAdv ML1 Downlink Info(Unicast) PCell TB Size(Avg) [Bytes],Qualcomm Lte/LteAdv PDSCH BLER Info Total Info Total BLER [%],Qualcomm Lte/LteAdv PDSCH BLER Info Total Info Total BLER CRC Pass Count,Qualcomm Lte/LteAdv PDSCH BLER Info Total Info Total BLER CRC Fail Count,Qualcomm Lte/LteAdv PDSCH BLER Info Total Info BLER CW0 [%],Qualcomm Lte/LteAdv PDSCH BLER Info Total Info BLER CW0 CRC Pass Count,Qualcomm Lte/LteAdv PDSCH BLER Info Total Info BLER CW0 CRC Fail Count
2025-06-06 15:23:14.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-131.92,-15.34,-96.58,-3.92,,,,,,,,1x2,28.00,64QAM,99.46,28.24,28.24,0.00,100.00,21.241,,99.49,28.24,100.00,21.241,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.46,28.24,28.24,0.00,30136,303,1067,1,1.00,28.00,28,0.000,64QAM,64QAM,71.60,28.40,9349.878,100.00,0,303,100.00,0,303,
2025-06-06 15:23:15.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-131.98,-15.83,-96.09,-4.03,,,,,,,,1x2,28.00,64QAM,99.56,27.76,27.76,0.00,100.00,20.887,,99.57,27.76,100.00,20.887,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.56,27.76,27.76,0.00,26484,266,954,1,1.00,28.00,28,0.000,64QAM,64QAM,72.12,27.88,9363.891,100.00,0,266,100.00,0,266,
2025-06-06 15:23:16.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-132.03,-15.59,-96.40,-3.83,,,,,,,,1x2,28.00,64QAM,99.42,27.41,27.41,0.00,100.00,20.610,,99.46,27.41,100.00,20.610,,0.000,,0.000,,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.42,27.41,27.41,0.00,26148,263,954,1,1.00,28.00,28,0.000,64QAM,64QAM,72.43,27.57,9344.989,100.00,0,263,100.00,0,263,
2025-06-06 15:23:17.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-132.94,-16.32,-96.61,-4.76,0.00,1,100.00,0.00,0.00,0.00,TM1,1x2,28.00,64QAM,99.53,10.33,10.33,0.00,100.00,7.773,,99.38,10.33,100.00,7.773,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,TM1,MODE_APERIODIC_RM30,1,100.00,0.00,0.00,0.00,0.00,0,CSI0,100,99.53,10.33,10.33,0.00,6768,68,655,1,1.00,28.00,28,0.000,64QAM,64QAM,89.62,10.38,9359.294,100.00,0,68,100.00,0,68,
2025-06-06 15:23:18.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-133.01,-16.37,-96.65,-4.71,,,,,,,,1x2,28.00,64QAM,99.59,8.56,8.56,0.00,100.00,6.444,,99.75,8.56,100.00,6.444,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.59,8.56,8.56,0.00,9660,97,1128,1,1.00,28.00,28,0.000,64QAM,64QAM,91.40,8.60,9367.052,100.00,0,97,100.00,0,97,
2025-06-06 15:23:19.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-133.04,-16.37,-96.66,-4.70,,,,,,,,1x2,28.00,64QAM,99.77,10.06,10.06,0.00,100.00,7.574,,99.86,10.06,100.00,7.574,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.77,10.06,10.06,0.00,8780,88,873,1,1.00,28.00,28,0.000,64QAM,64QAM,89.92,10.08,9391.716,100.00,0,88,100.00,0,88,
2025-06-06 15:23:20.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-133.02,-16.26,-96.74,-4.77,,,,,,,,1x2,28.00,64QAM,99.47,9.72,9.72,0.00,100.00,7.307,,99.51,9.72,100.00,7.307,,0.000,,0.000,,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.47,9.72,9.72,0.00,10444,105,1075,1,1.00,28.00,28,0.000,64QAM,64QAM,90.23,9.77,9350.933,100.00,0,105,100.00,0,105,
2025-06-06 15:23:21.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-133.01,-16.54,-96.40,-4.78,,,,,,,,1x2,28.00,64QAM,99.48,11.21,11.21,0.00,100.00,8.435,,99.55,11.21,100.00,8.435,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.48,11.21,11.21,0.00,8456,85,754,1,1.00,28.00,28,0.000,64QAM,64QAM,88.73,11.27,9353.024,100.00,0,85,100.00,0,85,
2025-06-06 15:23:22.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-133.85,-17.12,-96.72,-5.61,,,,,,,,1x2,28.00,64QAM,99.57,3.98,3.98,0.00,100.00,2.997,,99.50,3.98,100.00,2.997,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.57,3.98,3.98,0.00,2788,28,700,1,1.00,28.00,28,0.000,64QAM,64QAM,96.00,4.00,9364.893,100.00,0,28,100.00,0,28,
2025-06-06 15:23:23.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-134.06,-17.29,-96.76,-5.71,,,,,,,,1x2,28.00,64QAM,100.00,2.41,2.41,0.00,100.00,1.814,,100.00,2.41,100.00,1.814,,0.000,,0.000,,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,100.00,2.41,2.41,0.00,1800,18,748,1,1.00,28.00,28,0.000,64QAM,64QAM,97.59,2.41,9422.000,100.00,0,18,100.00,0,18,
2025-06-06 15:23:24.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-134.08,-17.49,-96.56,-5.70,,,,,,,,1x2,28.00,64QAM,99.35,3.77,3.77,0.00,100.00,2.837,,99.32,3.77,100.00,2.837,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.35,3.77,3.77,0.00,3080,31,816,1,1.00,28.00,28,0.000,64QAM,64QAM,96.20,3.80,9336.032,100.00,0,31,100.00,0,31,
2025-06-06 15:23:25.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-134.12,-17.31,-96.78,-5.64,,,,,,,,1x2,27.52,64QAM,95.48,3.17,3.17,0.00,100.00,2.379,,93.86,3.17,100.00,2.379,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,95.48,3.17,3.17,0.00,2005,21,632,1,1.00,27.52,28,0.000,64QAM,64QAM,96.68,3.32,8947.952,100.00,0,21,100.00,0,21,
2025-06-06 15:23:26.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-134.05,-17.46,-96.45,-5.81,,,,,,,,1x2,28.00,64QAM,99.47,2.42,2.42,0.00,100.00,1.822,,99.40,2.42,100.00,1.822,,0.000,,0.000,,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.47,2.42,2.42,0.00,1492,15,616,1,1.00,28.00,28,0.000,64QAM,64QAM,97.56,2.44,9350.933,100.00,0,15,100.00,0,15,
2025-06-06 15:23:27.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-134.97,-18.10,-96.82,-6.50,,,,,,,,,28.00,64QAM,98.67,1.27,1.27,0.00,100.00,0.949,,98.22,1.27,100.00,0.949,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,98.67,1.27,1.27,0.00,888,9,701,1,1.00,28.00,28,0.000,64QAM,64QAM,98.72,1.28,9244.333,100.00,0,9,100.00,0,9,
2025-06-06 15:23:28.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-135.09,-18.19,-96.88,-6.73,,,,,,,,,28.00,64QAM,100.00,0.31,0.31,0.00,100.00,0.230,,100.00,0.31,100.00,0.230,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,100.00,0.31,0.31,0.00,400,4,1310,1,1.00,28.00,28,0.000,64QAM,64QAM,99.69,0.31,9422.000,100.00,0,4,100.00,0,4,
2025-06-06 15:23:29.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-134.89,-18.27,-96.61,-6.78,,,,,,,,,22.83,64QAM,76.83,0.46,0.46,0.00,100.00,0.319,,76.50,0.46,100.00,0.319,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,76.83,0.46,0.46,0.00,461,6,997,1,1.00,22.83,28,0.000,64QAM,64QAM,99.40,0.60,6619.500,100.00,0,6,100.00,0,6,
2025-06-06 15:23:30.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-135.12,-18.64,-96.40,-6.79,,,,,,,,1x2,27.71,64QAM,87.43,1.20,1.20,0.00,100.00,0.894,,92.33,1.20,100.00,0.894,,0.000,,0.000,,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,87.43,1.20,1.20,0.00,612,7,512,1,1.00,27.71,28,0.000,64QAM,64QAM,98.63,1.37,8176.857,100.00,0,7,100.00,0,7,
2025-06-06 15:23:31.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-135.08,-18.34,-96.72,-6.55,,,,,,,,,28.00,64QAM,99.00,0.41,0.41,0.00,100.00,0.308,,98.67,0.41,100.00,0.308,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,99.00,0.41,0.41,0.00,396,4,966,1,1.00,28.00,28,0.000,64QAM,64QAM,99.59,0.41,9288.750,100.00,0,4,100.00,0,4,
2025-06-06 15:23:32.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-136.00,-19.16,-96.78,-7.34,,,,,,,,,28.00,64QAM,100.00,0.14,0.14,0.00,100.00,0.106,,100.00,0.14,100.00,0.106,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,100.00,0.14,0.14,0.00,100,1,711,1,1.00,28.00,28,0.000,64QAM,64QAM,99.86,0.14,9422.000,100.00,0,1,100.00,0,1,
2025-06-06 15:23:33.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-135.99,-19.16,-96.78,-7.30,,,,,,,,,2.00,QPSK,10.00,0.01,0.01,0.00,100.00,0.000,,10.00,0.01,100.00,0.000,,0.000,,0.000,,NonCA,Band 28,100.00,0.00,,,,,,,,,,,10,10.00,0.01,0.01,0.00,10,1,934,1,1.00,2.00,2,0.000,QPSK,QPSK,99.89,0.11,53.000,100.00,0,1,100.00,0,1,
2025-06-06 15:23:34.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-136.03,-19.05,-96.94,-7.37,,,,,,,,,28.00,64QAM,100.00,0.13,0.13,0.00,100.00,0.098,,100.00,0.13,100.00,0.098,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,100.00,0.13,0.13,0.00,100,1,770,1,1.00,28.00,28,0.000,64QAM,64QAM,99.87,0.13,9422.000,100.00,0,1,100.00,0,1,
2025-06-06 15:23:35.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-136.10,-19.09,-96.95,-7.31,,,,,,,,,28.00,64QAM,96.00,0.07,0.07,0.00,100.00,0.049,,96.00,0.07,100.00,0.049,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,96,96.00,0.07,0.07,0.00,96,1,1457,1,1.00,28.00,28,0.000,64QAM,64QAM,99.93,0.07,8889.000,100.00,0,1,100.00,0,1,
2025-06-06 15:23:36.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-136.00,-19.03,-96.93,-7.45,,,,,,,,,26.00,64QAM,12.00,0.02,0.02,0.00,100.00,0.010,,12.00,0.02,100.00,0.010,,0.000,,0.000,,NonCA,Band 28,100.00,0.00,,,,,,,,,,,12,12.00,0.02,0.02,0.00,12,1,703,1,1.00,26.00,26,0.000,64QAM,64QAM,99.86,0.14,903.000,100.00,0,1,100.00,0,1,
2025-06-06 15:23:37.000000,,,,1,Band 28,9560,27560,-136.92,-19.97,-96.89,-8.05,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,
2025-06-06 15:23:38.000000,,,,1,Band 28,9560,27560,-137.16,-20.11,-96.97,-8.03,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,
2025-06-06 15:23:39.000000,,,,1,Band 28,9560,27560,-137.09,-20.04,-96.97,-8.36,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,NonCA,Band 28,100.00,0.00,
2025-06-06 15:23:40.000000,,,,1,Band 28,9560,27560,-137.06,-20.04,-96.95,-8.17,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,
2025-06-06 15:23:41.000000,,,LTE Qualcomm,1,Band 28,9560,27560,-137.06,-20.09,-96.89,-8.18,,,,,,,,,16.33,64QAM,68.00,0.04,0.04,0.00,100.00,0.018,,66.00,0.04,100.00,0.018,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,,,,,,,,,,,100,68.00,0.04,0.04,0.00,204,3,5201,1,1.00,16.33,28,0.000,64QAM,64QAM,99.94,0.06,3908.000,100.00,0,3,100.00,0,3,
2025-06-06 15:23:42.000000,,,,1,Band 28,9560,27560,-137.98,-21.01,-96.80,-9.13,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,NonCA,Band 28,100.00,0.00,
2025-06-06 15:23:43.000000,,,,1,Band 28,9560,27560,-138.15,-21.18,-96.86,-8.93,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,NonCA,Band 28,100.00,0.00,
Count,0,0,333,339,339,339,339,339,339,339,339,2,2,2,2,2,2,2,323,333,333,333,333,333,333,333,333,262,333,333,333,333,262,339,234,339,234,"Count: 339
NonCA: 339 (100.0%)
CA Avg=1.000",339,339,339,2,2,2,2,2,2,2,2,2,2,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333
Minimum,,,,1,,9560,27560,-138.15,-21.18,-96.97,-9.13,0.00,1,100.00,0.00,0.00,0.00,,,2.00,,10.00,0.01,0.01,0.00,0.00,0.000,2.307,10.00,0.01,0.00,0.000,2.307,0.000,0.000,0.000,0.000,,,0.00,0.00,,,1,100.00,0.00,0.00,0.00,0.00,0,,10,10.00,0.01,0.01,0.00,10,1,512,1,1.00,2.00,2,0.000,,,0.00,0.06,53.000,0.00,0,0,0.00,0,0
Maximum,,,,1,,9560,27560,-70.74,-6.91,-43.46,39.72,2.00,1,100.00,0.00,0.00,0.00,,,28.00,,100.00,99.50,99.50,0.00,100.00,74.847,74.847,100.00,99.50,100.00,74.847,74.847,0.000,0.000,0.000,0.000,,,100.00,100.00,,,1,100.00,0.00,0.00,0.00,2.00,0,,100,100.00,99.50,99.50,0.00,107760,1083,5201,1,1.00,28.00,28,0.000,,,99.94,100.00,9422.000,100.00,216,1039,100.00,216,1039
Average,,,,,,,,-104.10,-9.13,-74.95,19.74,1.00,1.00,100.00,0.00,0.00,0.00,,,27.86,,98.75,91.22,91.22,0.00,36.52,68.614,66.274,98.76,91.22,36.52,68.614,66.274,0.000,0.000,0.000,0.000,,,24.63,54.13,,,1.00,100.00,0.00,0.00,0.00,1.00,0.00,,99.45,98.75,91.22,91.22,0.00,91025.31,914.85,1001.44,1.00,1.00,27.86,27.92,0.000,,,8.32,91.68,9271.630,36.52,153.90,218.89,36.52,153.90,218.89
Stdev,,,,,,,,19.58,3.39,17.18,15.29,1.00,0.00,0.00,0.00,0.00,0.00,,,1.58,,7.18,24.96,24.96,0.00,41.58,18.775,16.085,7.19,24.96,41.58,18.775,16.085,0.000,0.000,0.000,0.000,,,41.33,48.47,,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,,6.88,7.18,24.96,24.96,0.00,255.12,256.33,244.36,0.00,0.00,1.59,1.43,0.000,,,25.08,25.08,764.470,41.58,83.13,340.32,41.58,83.13,340.32
Median,,,,,,,,-104.06,-7.36,-76.70,22.82,1.00,1.00,100.00,0.00,0.00,0.00,,,28.00,,99.50,99.50,99.50,0.00,5.68,74.840,74.530,99.51,99.50,5.68,74.840,74.530,0.000,0.000,0.000,0.000,,,0.00,92.31,,,1.00,100.00,0.00,0.00,0.00,1.00,0.00,,100.00,99.50,99.50,99.50,0.00,98204.00,987.00,993.00,1.00,1.00,28.00,28.00,0.000,,,0.00,100.00,9355.311,5.68,192.00,8.00,5.68,192.00,8.00
5%-tile,,,,,,,,-134.19,-17.55,-96.72,-5.88,0.10,1.00,100.00,0.00,0.00,0.00,,,28.00,,99.48,9.25,9.25,0.00,0.00,6.962,28.007,99.47,9.25,0.00,6.962,28.007,0.000,0.000,0.000,0.000,,,0.00,0.00,,,1.00,100.00,0.00,0.00,0.00,0.10,0.00,,100.00,99.48,9.25,9.25,0.00,7780.80,78.20,920.40,1.00,1.00,28.00,28.00,0.000,,,0.00,9.30,9352.602,0.00,0.00,0.00,0.00,0.00,0.00
95%-tile,,,,,,,,-73.75,-7.25,-46.47,39.43,1.90,1.00,100.00,0.00,0.00,0.00,,,28.00,,99.51,99.50,99.50,0.00,100.00,74.846,74.845,99.52,99.50,100.00,74.846,74.845,0.000,0.000,0.000,0.000,,,100.00,100.00,,,1.00,100.00,0.00,0.00,0.00,1.90,0.00,,100.00,99.51,99.50,99.50,0.00,105668.00,1062.00,1062.00,1.00,1.00,28.00,28.00,0.000,,,90.70,100.00,9356.324,100.00,210.20,997.40,100.00,210.20,997.40
